 day,wcl1,wcl2,wcl3,wcl4,wcl5,wcl6,wcl7,wcl8,wcl9,wcl10,liq_water1,liq_water2,liq_water3,liq_water4,liq_water5, liq_water6,liq_water7,liq_water8,liq_water9,liq_water10,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,ice9,ice10,zwt
     73,         0.5650,         0.5145,         0.5604,         0.5616,         0.5622,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,        -0.0000,         0.0445,         0.0560,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0069,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -43.0881
     74,         0.5629,         0.5122,         0.5603,         0.5614,         0.5621,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0445,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0563,         0.0067,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -46.3686
     75,         0.5650,         0.5097,         0.5601,         0.5613,         0.5620,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0446,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0063,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -28.9138
     76,         0.5650,         0.5073,         0.5600,         0.5612,         0.5620,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0448,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0059,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.2764
     77,         0.5650,         0.5052,         0.5600,         0.5612,         0.5620,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0449,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0056,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.7120
     78,         0.5649,         0.5025,         0.5598,         0.5611,         0.5619,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,        -0.0000,         0.0450,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0053,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.7143
     79,         0.5650,         0.5011,         0.5601,         0.5612,         0.5620,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0452,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0049,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         5.0188
     80,         0.5649,         0.4994,         0.5602,         0.5613,         0.5620,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0453,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0046,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         7.1093
     81,         0.5649,         0.4976,         0.5603,         0.5613,         0.5620,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,        -0.0000,         0.0455,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0043,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         8.9361
     82,         0.5650,         0.4952,         0.5600,         0.5612,         0.5619,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0456,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0040,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.6632
     83,         0.5650,         0.4925,         0.5598,         0.5610,         0.5618,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0456,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0036,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.5156
     84,         0.5649,         0.4896,         0.5596,         0.5609,         0.5618,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0456,         0.0560,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0033,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.5694
     85,         0.5650,         0.4868,         0.5595,         0.5609,         0.5617,         0.5631,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0457,         0.0559,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0030,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.8641
     86,         0.5650,         0.4839,         0.5594,         0.5608,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0457,         0.0559,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0027,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -18.8364
     87,         0.5650,         0.4805,         0.5591,         0.5606,         0.5616,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0457,         0.0559,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0023,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -33.6794
     88,         0.5650,         0.4765,         0.5588,         0.5605,         0.5615,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0456,         0.0559,         0.0560,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0020,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -43.8548
     89,         0.5650,         0.4726,         0.5586,         0.5603,         0.5615,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0000,         0.0456,         0.0559,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0565,         0.0017,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -51.2948
